[STRING]
String = 60000,test
String = 62746,釋放出四把能自行索敵、攻擊的心劍，心劍消失時將產生旋轉的火石殺傷敵軍。
String = 62747,以術法在敵陣發動太極聖火陣，對接觸陣勢的敵軍造成重大傷害。
String = 62748,以夾帶旋轉火石的八卦靈劍，對四個方向的敵軍發動攻勢。
String = 62749,開啟冥府洞穴，將敵兵吸入，同時召來五名屍鬼襲擊敵軍。
String = 62750,同時派出四台井闌及四台炎獸，對敵軍進行鎮壓。
String = 62751,召喚二把神劍，以挾帶蓮華的大量劍雨襲殺敵軍。
String = 62752,回復所有施術武將部分體力，並以鬼面盾加以保護。
String = 62753,命令埋伏於我軍及敵軍後方，總數六十名的伏兵同時殺出，令敵軍措手不及。
String = 62754,派出一排精銳騎兵衝向敵軍，所有施技武將周圍產生旋轉光劍斬殺敵軍。
String = 62755,融合天界聖劍、幽冥魔劍，大幅提高所有施術武將的攻擊力，傷敵時可吸取體力。
String = 62756,以符咒化為吸引敵軍注意的符兵，符兵消失時，將產生四個八卦刀輪陣殺傷敵軍。
String = 62759,派出三組弓箭隊、八台投石車、九台龍炮，對敵軍進行大規模聯合射擊。
String = 62760,發動陷阱，由地面刺出大量長茅及石柱，同時引起地泉噴發，殺傷敵軍。
String = 62761,派出八台發射車，以特製的神鳶對敵軍發動自爆攻擊，並在彈著地點產生赤焰傷敵。
String = 62762,派遣三組弓箭隊和六台弩車射出特製箭矢，在彈著地點產生炎牆燒傷敵軍。
String = 62763,推出二具特製的火輪，輾死路徑上的敵人，並產生赤焰及火柱燒傷敵軍。
String = 62764,將八顆滾石推入敵陣傷敵，同時以術法召來石柱、浮雷殺傷敵軍。
String = 62765,驅趕花豹、猛虎、巨象、火牛等猛獸突入敵陣，同時派出四台炎獸殿後鎮壓。
String = 62766,以凌厲的劍氣亂斬目標敵將，同時殺傷周圍敵軍。
String = 62767,派出六隊忍者，進行炸裂彈及飛鏢的聯合射擊，八名忍者同時潛入敵陣射出大量飛鏢。
String = 62768,派出六隊忍者，擲出特製的炸裂彈及飛鏢，命中敵軍後，將引發天雷轟擊。
String = 62769,開啟冥府洞穴吸入敵兵，同時召來八名佩帶冥界妖刃的屍鬼襲擊敵軍。
String = 62770,召喚五把神劍，以挾帶火石、浮雷的大量劍雨襲殺敵軍。
String = 62771,武將使出分身斬並以大量的蓮花燈及八卦刀刃傷敵。
String = 62772,所有施術武將回復大量體力，同時發射蓮華，並獲得羅剎之盾的保護。
String = 62773,同時派出四台衝車、四台井闌、四台炎獸，對敵軍進行大規模鎮壓。
String = 62774,將四把心劍合而為一、猛然擊地，引發爆烈的震波掃蕩前方敵軍。
String = 62775,以遁甲之術引發劇烈的怒雷轟擊、旋風狂捲，同時傷害敵兵、敵將。
String = 62776,召來黃龍天火、巨大滾石、破土石柱同時侵襲敵軍，發動彷彿天地翻轉的攻勢。
String = 62777,以符咒化為能長時間吸引敵軍的符兵，同時命令總數六十名的伏兵一齊殺出。
String = 62778,在施術主將上空發動八卦陣圖，對誤入陣勢的敵軍造成嚴重的傷害。
String = 62781,派出六台衝車、六台井闌、六台炎獸鎮壓敵軍，神鳶大隊同時展開轟炸。
String = 62782,派出六台衝車、一隊長槍兵、一隊重騎兵突入敵陣，所有施技武將同時發動神鬼亂舞。
String = 62783,三組弓箭隊、七台弩車、七台投石車、九台龍炮全彈發射，對敵軍發動地毯式轟炸。
String = 62784,風龍、火龍、地龍、水龍同時降臨，誤入殺陣的敵軍斷難存活。
String = 62785,暴風、怒雷、地震、巨石同時於敵陣發動，受波及的敵軍九死亦無一生。
String = 62786,七台投石車、七台龍炮聯合射擊，同時將三具挾帶赤焰的火輪推入敵陣。
String = 62787,以術法操控大量巨劍，由天而降襲殺敵軍。
String = 62788,停止敵兵行動，趁機回復所有施術武將大量體力，並同時發射蓮華、施展羅剎之盾。
String = 62789,同時召喚青龍、玄武、朱雀、玄武四方守護聖獸降臨戰場。
String = 62790,以遁甲密法召引終極的轟天怒雷、滅世颶風一齊侵襲敵軍。
String = 62794,以術法引起天空雷火齊轟、地面山崩地裂，對敵軍發動末日降臨一般的攻勢。
String = 62795,六台衝車、六台井闌、六台炎獸、四台轒轀車強勢鎮壓，神鳶大隊同時展開轟炸。
String = 62796,三組弓箭隊、七台弩車、七台投石車、九台龍炮齊射，彈著地點烈焰衝天、宛如煉獄。
String = 62797,召喚龍皇降世，引發地底龍脈之氣衝天而出，令敵軍插翅難飛。
String = 62798,集合五人之力，發出赤紅的裂空劍氣，一舉滅絕路徑上所有敵兵。
String = 62799,施放大量浮雷，並醫療我軍所有武將，同時召來天界聖劍、幽冥魔劍、劍輪斬強化我軍武將戰力。
String = 62800,五名武將的殺氣凝為霸道的巨刃向前猛衝，可以無視防禦，消滅前方一切敵兵。
String = 62801,停止敵兵行動，趁機醫療我方武將，並同時以蓮華、火石、羅剎之盾強化我軍武將戰力。
String = 62802,派出八名精銳隱忍潛入敵陣，以大量的爆裂彈、飛鏢、鐵輪、火柱滅殺敵軍。
String = 62803,同時召喚麒麟、青龍、玄武、朱雀、玄武五方守護聖獸降臨戰場。
String = 62810,輕步兵是戰場的基本兵種，在對付弓兵、弩兵這類遠距離攻擊的兵種時，將可發揮最大的戰力。不過步兵一旦遇上專剋步兵的騎兵時，可就一籌莫展了。
String = 62811,重步兵是輕步兵的升級型，升級後擁有較高的命中率。
String = 62812,短弓兵是可以遠距離拋射攻擊的兵種，雖然命中率略為偏低，但超長的攻擊距離足以彌補此一弱點。只要輔助以近戰兵種作為弓兵隊的屏障，弓兵就能發揮其最大價值。
String = 62813,長弓兵是短弓兵的升級，擁有更快的射速，射程也更遠。
String = 62814,短槍兵可視為擁有特殊裝備的步兵，雖然戰鬥方面略遜於步兵，但能夠有效剋制騎兵類型的兵種。
String = 62815,長槍兵是短槍兵的升級，基本的能力完全相同，但擁有更高的命中率。
String = 62816,弩兵與弓兵同樣是可進行遠程攻擊的兵種，弩兵擁有較弓兵高的命中率，攻擊方式也不同於弓兵的拋射，而是水平射擊的型態，若有我方士兵阻擋在前，弩兵便無法射擊。
String = 62817,強弩兵是弩兵的升級，擁有更高的射速、射程。
String = 62818,輕騎兵是戰場上的大型兵種，擁有相當高的移動力及耐久度，只要避開槍兵單位的威脅，騎兵的鐵蹄將踏平戰場的每寸泥土。
String = 62819,重騎兵是輕騎兵的升級，擁有更高的移動速度。
String = 62820,蠻兵是南蠻特有的兵種，雖然屬於步兵類型，但對上騎兵時依然毫不遜色，配備盾牌的蠻兵對弓箭也有一定程度的抵抗力，可是確無法應付貫穿力較強勁的弩兵箭矢。
String = 62821,藤甲兵是蠻兵的升級，基本的能力完全相同，但命中率更高。
String = 62822,女兵是移動速度僅次於騎兵的快速兵種，能夠近距肉搏，也能以飛刀進行中距離攻擊，攻擊間隔過長是其惟一的缺點，盡量與敵人保持距離才能發揮女兵最大的戰力。
String = 62823,近衛兵是女兵的升級，擁有更快的射速，射程也更遠。
String = 62824,猛獸兵屬於特化的騎兵兵種，在對上步兵時，可說是佔盡優勢，但猛獸兵的移動速度在騎兵類型中是略為偏低的，而且相當懼怕女兵的攻擊，這點要特別留意。
String = 62825,象兵是猛獸兵的升級，雖然速度大幅下降，但擁有更高的耐久力。
String = 62826,忍者是日出之國的特殊兵種，能力近似女兵，可以近戰，也可以進行中距離攻擊，雖然射程較女兵短，卻擁有更高的移動速度。
String = 62827,隱忍是忍者的升級，射速更快，射程也更遠。
String = 62828,弩車是特殊的獨立兵種，可以進行超長距離的遠程攻擊，雖然攻擊間隔相當長，但射程是所有遠程兵種中最長的。若有我方士兵阻擋在前，弩車便無法射擊。
String = 62829,投石車是特殊的獨立兵種，攻擊間隔是所有兵種裡最長的，可以進行遠程的拋射攻擊，同時也是唯一具有範圍攻擊能力的遠程兵種。
String = 62830,黃巾兵是類似步兵的兵種，不過能力略為偏弱，黃巾兵最大的優勢在於能夠剋制屍兵之類的特殊兵種。
String = 62831,黃巾長是黃巾兵的升級兵種，升級後擁有較高的命中率。
String = 62832,匈奴兵是匈奴族特有的兵種，雖然戰力略低於一般騎兵，但對弓兵、弩兵、蠻兵有較高的抵抗力，同時速度也略高於一般騎兵。
String = 62833,游騎兵是匈奴兵的升級，擁有更高的移動速度。
String = 62834,浪人是日出之國的特殊步兵，有高於一般步兵的攻擊力，但移動速度卻相當的慢。
String = 62835,武士是浪人的升級，擁有較高的命中率。
String = 62836,屍兵是獨立的特殊步兵，移動速度是所有兵種中最慢的，但是耐久力居步兵之首。
String = 62837,木人是特殊的機關兵種，移動速度偏慢，但擁有相當高的耐久力，同時能夠進行短距離的範圍攻擊。
String = 62838,鐵人是木人的升級，也是耐久力最高的兵種，鐵人能夠進行中距離的範圍攻擊，破壞力相當驚人。
String = 62845,輕步兵是戰場的基本兵種，可剋制弓兵、弩兵。
String = 62846,短槍兵能夠有效剋制騎兵類型的兵種。
String = 62847,短弓兵是能夠進行拋射的遠程兵種。
String = 62848,弩兵是能夠進行水平射擊的遠程兵種。
String = 62849,女兵是近戰、遠程皆可的高速兵種。
String = 62850,輕騎兵是高耐久、高速度的大型兵種。
String = 62900,仙人用來控制機關木人的法器，可使用木人。
String = 62901,仙人操縱死屍時所用的符咒，可使用屍兵。
String = 62902,授予特殊任務時所用的機密文書，可使用忍者。
String = 62903,象徵倭國朝廷權威的信物，可使用浪人。
String = 62904,北方匈奴號召族人的工具，可使用匈奴兵。
String = 62905,太平道信徒自製的兵符，可使用黃巾賊。
String = 62906,大漢朝廷授予武將的兵符，可使用投石車。
String = 62907,大漢朝廷授予武將的兵符，可使用弩車。
String = 62908,從南蠻地方傳來的特殊兵符，可使用野獸兵。
String = 62909,大漢朝廷授予武將的兵符，可使用女兵。
String = 62910,從南蠻地方傳來的特殊兵符，可使用蠻兵。
String = 62911,大漢朝廷授予武將的兵符，可使用輕騎兵。
String = 62912,大漢朝廷授予武將的兵符，可使用弩兵。
String = 62913,大漢朝廷授予武將的兵符，可使用短槍兵。
String = 62914,大漢朝廷授予武將的兵符，可使用短弓兵。
String = 62915,大漢朝廷授予武將的兵符，可使用輕步兵。
String = 62916,記載箭矢之陣的兵書。
String = 62917,記載天地之陣的上級兵書。
String = 62918,記載翔鷹之陣的兵書。
String = 62919,記載雁形之陣的兵書。
String = 62920,記載錐形之陣的兵書。
String = 62921,記載鉤形之陣的兵書。
String = 62922,記載圓形之陣的兵書。
String = 62923,記載方形之陣的兵書。
String = 62924,珍貴的珠寶，可做為增進君臣關係的禮物。\n忠誠+30
String = 62925,高價的黃金，可做為增進君臣關係的禮物。\n忠誠+25
String = 62926,傾城的美女，可做為增進君臣關係的禮物。\n忠誠+20
String = 62927,精美的玉器，可做為增進君臣關係的禮物。\n忠誠+15
String = 62928,高級的綢緞，可做為增進君臣關係的禮物。\n忠誠+10
String = 62929,普通的布匹，可做為增進君臣關係的禮物。\n忠誠+5
String = 62930,仙家方士提煉的秘藥，可活化腦智，提昇智力。\n智力+1
String = 62931,仙家方士提煉的秘藥，可強化體魄，提昇武力。\n武力+1
String = 62932,稀世的高級藥材，具備活絡氣血運行之神效。\n技力上限+5
String = 62933,高級藥材，具有提神活腦之功效。\n技力上限+2
String = 62934,稀世的高級藥材，具備大幅提昇體力之神效。\n體力上限+5
String = 62935,高級藥材，具有強精補血之功效。\n體力上限+2
String = 62936,以百煉鋼鑄造的神劍，屬性為陰。\n體力上限+20  技力上限+20\n武力+18
String = 62937,以百煉鋼鑄造的神劍，屬性為陽。\n體力上限+20  技力上限+20\n武力+18
String = 62938,倭國三神器之一，古名為天之叢雲劍。\n體力上限+20  技力上限+20\n武力+18  智力+1
String = 62939,古代名匠打造的霸道巨劍。\n體力上限+10 技力上限+10\n武力+16
String = 62940,劍身佈滿銳利牙刃的兇殘之劍。\n體力上限+10\n武力+16
String = 62941,古代傳下的神劍，有君臨天下的氣勢。\n體力上限+10  技力上限+5\n武力+14
String = 62942,刀身上鑲著七顆寶石的華麗寶刀。\n技力上限+5\n武力+13
String = 62943,剛猛無比，能斬岩破石的寶劍\n武力+13
String = 62944,削鐵如泥的絕世名劍。\n體力上限+5\n武力+12
String = 62945,充滿邪氣與怨念的妖刀，刀一出鞘必見血。\n技力上限+5\n武力+11
String = 62946,先秦時代傳下來的稀世寶刀。\n體力上限+5\n武力+11
