[STRING]
String = 60000,阵型说明(自设武将)
String = 63821,第10时期武将将 - 海贼杀手22 1274
String = 63822,我军得胜不过是命中注定的结果！！
String = 63823,哼！！还以为你有多厉害！
String = 63824,小贼下次先秤秤斤两再来叫战不迟！
String = 63825,天命归属我军，我军战无不胜！！
String = 63826,怎么净来些脓包废人，敌军都没人了吗？
String = 63827,第10时期武将将 - 山贼强人7 1276
String = 63828,不发挥点实力，还真是被人小看了！！
String = 63829,哼！又是一个爱说大话的家伙！
String = 63830,毛还没长齐就想飞，找死啊！！
String = 63831,小贼下次先秤秤斤两再来叫战不迟！
String = 63832,难道没有势均力敌的对手吗？唉～
String = 63833,第10时期武将将 - 山贼强人8 1277
String = 63834,多练个几百年再来吧！！
String = 63835,难道没有势均力敌的对手吗？唉～
String = 63836,还有想死的尽管送上门来！！
String = 63837,只有这点本事也来挑战，找死也不是这样吧！！
String = 63838,我军得胜不过是命中注定的结果！！
String = 63839,第10时期武将将 - 山贼强人9 1278
String = 63840,我军是不败的！！
String = 63841, 哈哈哈哈！我军果然是无人可挡的！！
String = 63842,俺筋骨都还没活动开，小贼竟落下马来了！
String = 63843,俺可是从没败过的！！
String = 63844,小贼下次先秤秤斤两再来叫战不迟！
String = 63845,第10时期武将将 - 山贼强人10 1279
String = 63846,难道没有势均力敌的对手吗？唉～
String = 63847,看来我军一统天下的日子不远了！！
String = 63848,见识到本大爷的能力了吧？哈哈！！
String = 63849,光会耍嘴皮子是不能打败本大爷的！！
String = 63850,怪了，老是有这些自以为厉害的人来闹～
String = 63851,第10时期武将将 - 山贼强人11 1281
String = 63852,来人啊，拿酒来！俺要好好欣赏这般鼠辈落荒而逃的景象！！
String = 63853,呵呵～这就是你小看本大爷的下场！！
String = 63854,在我英明领导下，我军战无不胜！！
String = 63855,你们已经没人可以派来了吗？真失望！！
String = 63856,哼！又是一个爱说大话的家伙！
String = 63857,第10时期武将将 - 山贼强人12 1282
String = 63858,我军得胜不过是命中注定的结果！！
String = 63859,在我领导之下，再强的敌人俺都能铲除啦！！
String = 63860,多练个几百年再来吧！！
String = 63861,难道没有势均力敌的对手吗？唉～
String = 63862,我军是不败的！！
String = 63863,第10时期武将将 - 山贼头子31 1283
String = 63864,哼！又是一个爱说大话的家伙！
String = 63865,光会耍嘴皮子是不能打败本大爷的！！
String = 63866,逆天而为，难怪你等会吃败仗，哈哈！！
String = 63867,小贼下次先秤秤斤两再来叫战不迟！
String = 63868,哼！！还以为你有多厉害！
String = 63869,第10时期武将将 - 山贼头子32 1284
String = 63870,毛还没长齐就想飞，找死啊！！
String = 63871,在我英明领导下，我军战无不胜！！
String = 63872,哈哈！！我军是无敌的！！
String = 63873,胜利是属于有实力的人！！
String = 63874,呵呵～这就是你小看本大爷的下场！！
String = 63875,第10时期武将将 - 恶棍头头13 1286
String = 63876,看来我军一统天下的日子不远了！！
String = 63877, 没什么好说的，胜利本来就是应该的！！
String = 63878,哼！又是一个爱说大话的家伙！
String = 63879,不发挥点实力，还真是被人小看了！！
String = 63880,毛还没长齐就想飞，找死啊！！
String = 63881,第10时期武将将 - 恶棍头头14 1287
String = 63882,我军得胜不过是命中注定的结果！！
String = 63883,总算没有辜负大王对我的期望！！
String = 63884,俺筋骨都还没活动开，小贼竟落下马来了！
String = 63885,只有强者才可以在这时候说话！！哈哈！！
String = 63886,逆天而为，难怪你等会吃败仗，哈哈！！
String = 63887,第10时期武将将 - 恶棍头头15 1288
String = 63888,哼！！还以为你有多厉害！
String = 63889,毛还没长齐就想飞，找死啊！！
String = 63890,光会耍嘴皮子是不能打败本大爷的！！
String = 63891,小贼下次先秤秤斤两再来叫战不迟！
String = 63892,你…已经输了！！
String = 63893,第10时期武将将 - 恶棍头头16 1289
String = 63894,在我英明领导下，我军战无不胜！！
String = 63895,胜利是属于有实力的人！！
String = 63896,只有这点本事也来挑战，找死也不是这样吧！！
String = 63897,我军得胜不过是命中注定的结果！！
String = 63898,多练个几百年再来吧！！
String = 63899,第10时期武将将 - 海贼杀手23 1291
String = 63900,呵呵～这就是你小看本大爷的下场！！
String = 63901,哈哈！！我军是无敌的！！
String = 63902, 没什么好说的，胜利本来就是应该的！！
String = 63903,哼！又是一个爱说大话的家伙！
String = 63904,难道没有势均力敌的对手吗？唉～
String = 63905,第10时期武将将 - 海贼头目6 1292
String = 63906,你们已经没人可以派来了吗？真失望！！
String = 63907,来人啊，拿酒来！俺要好好欣赏这般庸人落荒而逃的景象！！
String = 63908,不顺我军，难怪你等会吃败仗，哈哈！！
String = 63909,俺筋骨都还没活动开，小贼竟落下马来了！
String = 63910,多练个几百年再来吧！！
String = 63911,第10时期武将将 - 海贼杀手24 1293
String = 63912,不发挥点实力，还真是被人小看了！！
String = 63913, 哈哈哈哈！我军果然是无人可挡的！！
String = 63914,在我英明领导下，我军战无不胜！！
String = 63915,胜利是属于有实力的人！！
String = 63916,我军是不败的！！
String = 63917,第10时期武将将 - 蒙面大盗20 1294
String = 63918, 没什么好说的，胜利本来就是应该的！！
String = 63919,光会耍嘴皮子是不能打败本大爷的！！
String = 63920,看来我军一统天下的日子不远了！！
String = 63921,哼！又是一个爱说大话的家伙！
String = 63922,哼！！还以为你有多厉害！
String = 63923,第10时期武将将 - 山贼头子33 1296
String = 63924, 看来是本大爷高估了你的实力！
String = 63925,我军得胜不过是命中注定的结果！！
String = 63926,哼！！还以为你有多厉害！
String = 63927,俺筋骨都还没活动开，小贼竟落下马来了！
String = 63928,只有这点本事也来挑战，找死也不是这样吧！！
String = 63929,第10时期武将将 - 山贼头子34 1297
String = 63930,哼！又是一个爱说大话的家伙！
String = 63931,小贼下次先秤秤斤两再来叫战不迟！
String = 63932,哈哈！！我军是无敌的！！
String = 63933,胜利是属于有实力的人！！
String = 63934,你…已经输了！！
String = 63935,第10时期武将将 - 山贼头子35 1298
String = 63936,难道没有势均力敌的对手吗？唉～
String = 63937,光会耍嘴皮子是不能打败本大爷的！！
String = 63938,呵呵～这就是你小看本大爷的下场！！
String = 63939,看来我军一统天下的日子不远了！！
String = 63940,不发挥点实力，还真是被人小看了！！
String = 63941,第10时期武将将 - 山贼头子36 1299
String = 63942,看来我军一统天下的日子不远了！！
String = 63943,我军是不败的！！
String = 63944,还有想死的尽管送上门来！！
String = 63945,哼！又是一个爱说大话的家伙！
String = 63946,在我英明领导下，我军战无不胜！！
String = 63947,妖兽 - 大花豹
String = 63948,吼～～～～～～～～～～
String = 63949,妖兽 - 噬人巨熊
String = 63950,吼～～～～～～～～～～
String = 63951,妖兽 - 金甲妖龙
String = 63952,吼～～～～～～～～～～
String = 63953,妖兽 - 白狼王
String = 63954,吼～～～～～～～～～～
String = 63955,妖兽 - 血焰火蚁
String = 63956,嘎～～～～～～～～～～
String = 63957,妖兽 - 先秦尸将
String = 63958,成为九泉幽冥的一员吧！！哈哈哈！
String = 63959,妖兽 - 赤夜叉
String = 63960,嘿嘿！你的肉一定很好吃吧？
String = 63961,妖兽 - 鬼面蜘蛛
String = 63962,吱吱～～～～～～
String = 63963,妖兽 - 青罗刹
String = 63964,既然输了，我要吃了你！
String = 63965,妖兽 - 巨雪熊
String = 63966,吼～～～～～～～～～～
String = 63967,妖兽 - 太岁
String = 63968,嘶～～～～～～～～～
String = 63969,妖兽 - 赤蟒
String = 63970,嘶～～～～～～～～～
String = 63971,妖兽 - 黑玉妖蟒
String = 63972,嘶～～～～～～～～～
String = 63975,单挑 - 战前喊话
String = 63976,第10时期武将将 - 鬼王董卓 1209
String = 63977,想找本王单挑，果然是活得不耐烦了！！
String = 63978,哼！自不量力的家伙，本王定要送你归西！！
String = 63979,我董卓从不怯战，来吧！！
String = 63980,与本王独斗乃是自寻死路，哈哈！！
String = 63981,哼！就让本王送你入幽冥九泉吧！！
String = 63982,第10时期武将将 - 闇-于氐根 1210
String = 63983,想挑战俺于氐根，果然是找死！！
String = 63984,终于有机会一展俺的身手，#b02#可别太快败下阵来！！
String = 63985,哈哈！总算有机会与#b02#一对一挑战，打个痛快吧！！
String = 63986,我于氐根今日定要替我军铲除你这个心头大患！！
String = 63987,总算可以展现我苦练的功夫啦！！受死吧！！
String = 63988,第10时期武将将 - 闇-难楼 1215
String = 63989, 以为跟俺单挑就容易了吗？哼！！找死！！
String = 63990,就凭你的身手，想打倒俺难楼可比登天还难！！
String = 63991,之前跟我挑战的人，全都让我送去见阎王了！！
String = 63992,想跟俺难楼单挑，真是自找死路！！
String = 63993,哈哈！这次俺应该可以轻松获胜啦！！
String = 63994,第10时期武将将 - 闇-褚飞燕 1220
String = 63995,要挑战我褚飞燕不难，就怕你没本事罢了！！
String = 63996,我乃大将褚飞燕，与我为敌者，杀无赦！！
String = 63997,尽管使出全力，我可不怕你！！
String = 63998,挑战俺褚飞燕的下场，通常都是死而已！！
String = 63999,哈哈！遇到俺只能算你倒楣，准备受死吧！
String = 64000,第10时期武将将 - 闇-郭大贤 1225
String = 64001,嘿嘿！遗言交代好了吗？
String = 64002,看来这次比武，俺出三成力就行了！！
String = 64003,俺郭大贤单挑还没输过呢！！
String = 64004,希望你的身手，不要太差才好！！
String = 64005,以为单打独斗，我郭大贤就会怕你吗？想得太美了吧！！
String = 64006,第10时期武将将 - 闇-雷公 1230
String = 64007,敢单挑我雷公，胆子真不小！！
String = 64008,是吃了熊心豹子胆吗？连我雷公也敢惹！！
String = 64009,哼！就看看你凭什么找我单挑，可别让我失望啊！！
String = 64010,哈哈哈！跟我雷公单挑，可别吓得摔下马啊！
String = 64011,很好，就瞧瞧#b02#有多大能耐可以跟本将单挑！！
String = 64012,第10时期武将将 - 闇-李大目 1235
String = 64013,我李大目会让你为不自量力付出代价！！
String = 64014,俺不与敌人多话，受死吧！！
String = 64015,废话连篇只是胆小的证明，直接开打啦！！
String = 64016,哼！不过是一个小角色，不足为惧！！
